"","RE1","RE2","RE3","RE4","RE5","RE6"
"1",0.819703241780005,0.751312179729859,0.276590144793144,1,0.668561012568336,0.561607625230875
"2",0.77557792800822,0.745794875139497,0.382248865023435,0.913497724950727,0.66443874585819,0.558243001448497
"3",0.728429122313863,0.888488732165556,0.782765590818553,0.559128128248117,0.791924416464843,0.669045897819685
"4",0.722931275642838,0.768029332923325,0.143894738905755,0.0992838927700753,0.685621290248277,0.56931417056758
"5",0.816328795802645,0.89620607829147,0.037657539154201,0.0500069498310207,0.844017760800024,0.698754345561706
"6",0.518067937261005,0.783851100326449,0.00803534234308558,0.0231103052265224,0.77026208480037,0.64875615770209
"7",0.015758306275313,0.770052456801712,0.00136623293690366,0.0144919967802489,0.778324707595037,0.62409016785259
"8",0.00270932392350911,0.779685678923891,0.000420607851601467,0.0105776014439037,0.805651305923339,0.691941384091815
"9",0.00128830677673613,0.812308280235813,0.000176317919346897,0.00771971664537257,0.85390966569561,0.667853494380777
"10",0.00178702737569731,0.663330718713805,0.000123631787071017,0.00632868174419976,0.744308533243592,0.649668037130945
"11",0.00360288353384687,0.675137691096848,0.000121148359256289,0.00519225180671498,0.768987420210482,0.628755410847676
"12",0.0035674526359039,0.60174563701055,9.25126461831759e-05,0.0041976565254906,0.76346549037183,0.658433398094607
"13",0.00356763561302569,0.578127716171655,9.18240642968086e-05,0.0039345700285097,0.740730107447392,0.64312736815902
"14",0.00312419239680474,0.528185231692835,9.47616650692871e-05,0.00326974171777115,0.757152021371542,0.667154985538862
"15",0.00337622812682933,0.57251522105814,0.00010300543560149,0.00337061724342772,0.835488740717407,0.674844771763578
"16",0.00323815496736401,0.528936297908259,0.000119465313467854,0.0031041028963147,0.780552690126168,0.661573787637357
"17",0.00329531022883253,0.473903493152653,0.000124705839103425,0.00304632233794846,0.796305569463888,0.6668749791507
"18",0.00296335410499074,0.436177427910638,0.000165076453820953,0.00265273231685028,0.776030335603549,0.674180744558613
"19",0.00299429515924759,0.434717925392335,0.000310057531285417,0.00259891700734873,0.761527849907617,0.642787826114412
"20",0.00286363116570617,0.428180107884123,0.000254696290595608,0.00242850457572064,0.731888886083271,0.557054489972869
"21",0.00254197777673902,0.323861114245071,0.000265307417974082,0.00210686776064181,0.703821613199555,0.650173611552968
"22",0.00274089366081942,0.380145497448256,0.000414967775384272,0.00222925738129808,0.926466948522827,0.799628853725366
"23",0.00265057728093802,0.315805836222152,0.000399450234763697,0.00214871799716727,0.762610481025563,0.634309765161281
"24",0.00279522959905149,0.00545918319536068,0.000622286002769843,0.00222640498222862,0.778181901477774,0.644514458495393
"25",0.00260455951919706,0.242579975850177,0.000983883473672598,0.00204845407612679,0.717602015221928,0.718348922980273
"26",0.00248277002500133,0.200346643864793,0.00075573716631581,0.00194869895724379,0.719711127420609,0.660690914730082
"27",0.00219098529956539,0.00134215157127445,0.00160629892166599,0.00170828194187866,0.674322364670021,0.624831753633307
"28",0.00240482531734918,0.000983858084130439,0.00335591730335629,0.00183606514284457,0.794238874343,0.726661128307645
"29",0.00253079795211281,0.000246475958156449,0.00305171517699161,0.00193777571653955,0.851581494854497,0.693384901771199
"30",0.00225580462940312,0.000104409480973116,0.000767777745432225,0.00173184244532989,0.697267137384171,0.640662178595851
"31",0.0025833597253401,6.42008690877525e-05,0.000426597655795904,0.00195091823000056,0.783111876399688,0.747292571094382
"32",0.00224724782347279,3.19049988843606e-05,0.000525091235998497,0.00172015222559302,0.736449374990847,0.63714440026645
"33",0.00236215815845205,1.82568842976964e-05,0.000727407842379297,0.00178353352381815,0.770777173608849,0.638147329183508
"34",0.00224185307130102,1.35894515754979e-05,0.000509014607607959,0.001690145699455,0.712280082572829,0.59774750839266
"35",0.0022578427616046,8.25902002836917e-06,0.00112361106969486,0.00168455587173884,0.718821214186086,0.570799050060164
"36",0.00211386299180433,6.48013040238656e-06,0.00078270634105565,0.00159162889932958,0.680571361650649,0.644471888600623
"37",0.00230078568281211,5.34793485837963e-06,0.000963011399673414,0.00169913529460818,0.70044985193602,0.734151393880404
"38",0.00231735829455449,4.51697931656552e-06,0.00116378428847191,0.00170550688043653,0.708818769882357,0.578106321127004
"39",0.00223655877565573,3.93733968786504e-06,0.000721419016853548,0.001638768204494,0.74320769149038,0.684175107245022
"40",0.00181861516421412,2.8637208510176e-06,0.00043264456498893,0.00137211314658981,0.570880199791604,0.547302171134752
"41",0.00196597287451841,3.2959262928603e-06,0.00109955183067855,0.00146190492523796,0.720723053569366,0.631047138768125
"42",0.00208496336916674,4.01701124424792e-06,0.0010754432110358,0.0015340673008234,0.69636870918799,0.647713131417443
"43",0.00199608986463601,3.77661189327446e-06,0.000503388460943753,0.0014478249362384,0.650482951055625,0.658118978181517
"44",0.00181452661848138,4.32757425224219e-06,0.000113312808188549,0.00132152455417033,0.679704417922039,0.666818145950266
"45",0.00218627271878126,7.19524638863481e-06,0.000255241918129754,0.00159476274598137,0.730439261260577,0.704837701687967
"46",0.00191992521387896,7.08539764909657e-06,0.000253192627192326,0.00141292172463864,0.660886199542735,0.563436764530881
"47",0.00180979626448243,7.40208950257826e-06,0.000261971710031741,0.00132043723723319,0.632709566730397,0.621054496146391
"48",0.00188008492801541,1.27367744530156e-05,0.000889703409445786,0.0013749407253437,0.670292138792061,0.63282626799702
"49",0.00198907228380829,1.59939529490365e-05,0.000620997094552593,0.0014193402892968,0.699873213047154,0.753776153863818
"50",0.00205477307737954,3.02083363240318e-05,0.000366825372154082,0.00145639364855273,0.790783051187948,0.824852120505925
"51",0.00193652976527651,2.88488422573646e-05,0.000286228884174993,0.00139016237930068,0.671181867427855,0.697424264392378
"52",0.0019182436018695,4.57946244875016e-05,0.000104907037128769,0.00137000402445803,0.685863800275727,0.718728894320231
"53",0.00177390433743507,3.36329554769656e-05,0.000883085110670359,0.00126986084346159,0.619065105991568,0.649338960202389
"54",0.00202621007977635,5.41829498325934e-05,0.000511661209244764,0.00145028496941294,0.732118697715525,0.709304904398564
"55",0.00210374047606221,7.07256329496628e-05,0.00193158105209665,0.00151570982577479,0.691032681490575,0.593791130587977
"56",0.00191436347047184,5.73049946927616e-05,0.000386157088148971,0.0013800943272202,0.631124168991645,0.64883387599891
"57",0.00196389060943722,0.000109697452662853,0.000201846210546461,0.00139358527502334,0.643702652549353,0.677292202061108
"58",0.00199428257755361,0.000112553259221176,0.00106893213638904,0.00141383010011452,0.631728820914229,0.631645302523007
"59",0.00181420678204934,9.86198721179254e-05,0.000244677465064885,0.00128731349978516,0.568149527567754,0.624576058450321
"60",0.00190602313858329,9.72232663605633e-05,0.000191003220885675,0.00135402081385865,0.601197417830527,0.610290856749299
"61",0.00187106778750447,0.000103092947759432,0.00023240355500364,0.00133520178203988,0.66393544596565,0.663132259757498
"62",0.00177873263241969,9.77094972237979e-05,0.000235693617422893,0.00125781763946982,0.662373665589352,0.674556732290322
"63",0.00198613708689551,9.96836832884244e-05,0.000353114503489413,0.00140485580488276,0.703112622115355,0.694856490481348
"64",0.00181366283105638,9.75903290207841e-05,0.000213596879549162,0.00128801333538316,0.563992143039543,0.542402302923526
"65",0.00203647909963109,0.000103280775295952,0.000308495294988673,0.00141924777769731,0.647717946348132,0.701249483368832
"66",0.00179979858385406,8.88351823889113e-05,0.000467963196043286,0.00125577781269727,0.644874885035941,0.738356091029804
"67",0.00168407768268979,8.21974243245349e-05,0.000138475569957955,0.00118649085694096,0.577052410323731,0.679242893853241
"68",0.00186466113704636,8.66789510875923e-05,0.00039942935771495,0.00129957843577877,0.583116538643919,0.697501130639784
"69",0.00182749360508514,9.07516709909696e-05,0.000253848376126984,0.00131542542303921,0.599865973205294,0.563948271351925
"70",0.00183715240694895,9.10570691990061e-05,0.000259187230230458,0.00128844346602347,0.64597960839649,0.704559112899687
"71",0.00187881187659374,8.7705891042298e-05,0.000242619276862288,0.00129907199783293,0.686724445209766,0.791014971362473
"72",0.0016663530807809,8.18486357606105e-05,0.00019397787208692,0.00117054503394455,0.55025564229135,0.702796870659601
"73",0.00194328733007139,9.06106752058009e-05,0.000168163127972208,0.00133319128893342,0.64198982256522,0.729462261148931
"74",0.00200543221321269,0.000102484890663614,0.0002074762256381,0.00139387565381133,0.649840955789216,0.717467691618414
"75",0.00182816715953829,8.4186175142876e-05,0.00044373681451688,0.00127082787477983,0.588087900010655,0.656037139799491
"76",0.0018163201559314,8.16058239275932e-05,0.000183620697546533,0.00125084983639657,0.67612607782709,0.751670131619024
"77",0.00187088742958099,8.5028654103145e-05,0.000206372610161987,0.00129801197834235,0.593224277553838,0.690224640516472
"78",0.00173713425660984,7.8736830985122e-05,0.000299639255438338,0.00120399584662908,0.553994459968222,0.662286803731397
"79",0.00151217157116583,6.88545844186467e-05,0.000145885179410498,0.00105692924022094,0.48812148934687,0.601692533045693
"80",0.00174803871828942,8.74650586369403e-05,7.15236584071882e-05,0.00122267842982286,0.610485207129518,0.688724864487877
"81",0.00184624470883813,8.8541478503453e-05,0.000135474675090394,0.00129707699761816,0.565055846080908,0.674556360606605
"82",0.00167655595562974,7.79847089472053e-05,4.49576856732457e-05,0.0011650393791259,0.506316812203787,0.678110931068765
"83",0.00158217529548867,7.01647619044316e-05,3.06080723116725e-05,0.00110634165073882,0.499502137323693,0.681727919208502
"84",0.00188853267502523,8.69256114327447e-05,2.96594068648037e-05,0.00130676780554184,0.558406392162058,0.680625060722855
"85",0.0017470682420079,8.43032814140962e-05,2.94603884139294e-05,0.00120386602023579,0.564463729427393,0.692980108439824
"86",0.00174566212442198,8.93598188593844e-05,4.1706078229269e-05,0.00122919435855866,0.51081955874649,0.608315084126301
"87",0.00190649551363469,9.57524902004765e-05,4.31454121985241e-05,0.00130822611891621,0.635835972067179,0.711860904448363
"88",0.00175684450118625,8.73338901892158e-05,3.12174950813476e-05,0.00121721425150727,0.580511440316685,0.717737979407964
"89",0.00197408613975973,0.000100647719065224,2.91542196503951e-05,0.00136687335320353,0.582390214266837,0.729254158658993
"90",0.00171132645396449,8.88519622046151e-05,3.39865710951322e-05,0.00119975656505954,0.552645643387165,0.716728918360533
"91",0.00180581683507155,9.83521943190842e-05,4.07209081241393e-05,0.00124738156921789,0.56006636495579,0.6962025820335
"92",0.00161722339474724,9.56339352735309e-05,2.6210285190878e-05,0.00111356386396734,0.541688638122812,0.658597225588811
"93",0.00175906866165037,0.0001041370790108,3.90943206318632e-05,0.00121323195060482,0.591363669522145,0.764653700687577
"94",0.00188048095461722,0.000112610068249399,4.36583694792731e-05,0.0012819447181287,0.579742044371218,0.701106813743419
"95",0.00193566048817161,0.000111405193812211,2.51820209475797e-05,0.0013289087253875,0.559650233802141,0.626334434100618
"96",0.00173713382446352,9.44628622682769e-05,2.63444671348917e-05,0.00119380383042177,0.512737026330874,0.674842892184676
"97",0.00182507396031284,0.00010799775234383,3.42063534492623e-05,0.0012569195690107,0.529703945400763,0.746149941358006
"98",0.00160409233362618,9.70563774212852e-05,2.51051993887016e-05,0.00112221937302778,0.455406371332336,0.611109249652681
"99",0.00151890861154397,9.39851568819739e-05,2.71298852093016e-05,0.00103793230554675,0.50080626571379,0.604431858472473
"100",0.00168358007482999,0.000106892467041085,2.49853143408863e-05,0.00114338020096292,0.499791261274457,0.74764822511314
"101",0.00174922344038287,0.000109586746002759,2.32106538096113e-05,0.00120256922704695,0.477445344061549,0.611461166732572
