"","mse1","mse2","mse3","mse4","mse5","mse6"
"1",0.000919544233707786,0.00100324926131425,0.00272516358055381,0.000753753389330383,0.00112742648039671,0.00134213524793314
"2",0.000830661737546901,0.000863833918357016,0.00168540175846653,0.000705248509860364,0.000969604667545731,0.00115405460992917
"3",0.000909105232442212,0.000745331598009986,0.000845998769397012,0.00118437741387419,0.000836214558852687,0.000989795660831173
"4",0.000816952338623707,0.000768981562270094,0.00410439186861067,0.00594860233440248,0.000861409067514179,0.00103738924276526
"5",0.000879112958508348,0.000800759155931794,0.0190571460300417,0.0143509097279204,0.000850272655534384,0.00102703507656432
"6",0.00117924596450423,0.000779394867341055,0.0760303044063553,0.0264353723746125,0.000793145004031204,0.000941693604139343
"7",0.0405361452970863,0.000829529192680129,0.467549109348634,0.0440781903624673,0.000820712726422187,0.00102353958725233
"8",0.266021766449442,0.000924397042934504,1.71356557722688,0.0681382390741348,0.000894604316677178,0.00104161877376594
"9",0.551023811811894,0.000873914163098468,4.0261801723259,0.0919577419108724,0.000831338184141468,0.00106293927766064
"10",0.36846122278418,0.000992642543790175,5.32589803640068,0.104042250600088,0.000884646974459371,0.00101351806517383
"11",0.199093273949584,0.00106246457259297,5.92092111536693,0.138150056105705,0.000932797936039426,0.00114084088349324
"12",0.175968154025131,0.00104322826174657,6.78564586369232,0.149549647785613,0.000822248107909058,0.000953411623299672
"13",0.187139822318086,0.00115484291107584,7.27093382143517,0.169687333019763,0.000901335976497649,0.00103812514872205
"14",0.207094143538163,0.00122495274354998,6.82767602481076,0.197875552416952,0.000854520532736224,0.000969792570975296
"15",0.213175101496967,0.00125713299339628,6.98727954899637,0.213529962506759,0.000861445209896843,0.00106650863091505
"16",0.214947880044299,0.00131591374659361,5.82624801530446,0.224230500321419,0.000891720128947739,0.00105208906171377
"17",0.212756596271213,0.00147941299879443,5.62202213612999,0.230146028609788,0.000880439638788583,0.00105131997730221
"18",0.211971410399718,0.00144011658777852,3.80518441370196,0.236792210491298,0.000809435302113734,0.000931718021047797
"19",0.234404439256768,0.0016145551788306,2.2636962723108,0.270064829230042,0.00092166829861552,0.00109192497004098
"20",0.245983051193079,0.00164511316303986,2.76566545191822,0.290056991728323,0.000962447640654368,0.00126451674712523
"21",0.238321942266709,0.00187058295764656,2.28342307794212,0.287540154284154,0.000860742366517083,0.000931765101176983
"22",0.254837079089596,0.00183740525484847,1.68321825465025,0.313324670573342,0.000753919323006697,0.000873506916820569
"23",0.256998752369358,0.00215700590720069,1.70533146553941,0.317023944118157,0.000893241138442735,0.00107391544584913
"24",0.271153155973384,0.138836763729991,1.21798549875684,0.340430125472653,0.000973982209061536,0.00117597878133318
"25",0.263697623242217,0.00283129781177548,0.69806656294514,0.335285112226574,0.000957098977199428,0.000956103827587999
"26",0.245467821136206,0.00304192841298929,0.80641812469057,0.312742071397906,0.000846784390570074,0.000922428528729415
"27",0.260128432699883,0.424644715427514,0.354814140977766,0.333632029978405,0.000845200458868552,0.000912145659580076
"28",0.25964191098781,0.634637709502853,0.186057457483814,0.340071507496216,0.000786153210524869,0.000859263577842104
"29",0.304340922812521,3.12495137440202,0.252390979998776,0.397479118777228,0.000904464679953684,0.00111081937641066
"30",0.280702033290329,6.06466903462757,0.824729487076659,0.365627339765642,0.000908129628128905,0.000988366361140605
"31",0.275604018239834,11.0899483290407,1.6689832004218,0.364948315062123,0.000909173187534829,0.000952751771397929
"32",0.318039900593564,22.4013320601222,1.3611243635162,0.415494898505272,0.000970486904677286,0.00112174645824008
"33",0.286846242806617,37.1134626050328,0.93149420887554,0.379906619986836,0.000879081809720043,0.00106178645851877
"34",0.311993614527414,51.4696151694381,1.37411349792401,0.413836418469799,0.000981978662702636,0.00117013259467261
"35",0.301087427331564,82.3109843632332,0.605020800120225,0.403553292482374,0.000945726218139602,0.00119097617338198
"36",0.308717864207509,100.705885149593,0.833757481991232,0.410012200916942,0.00095888147052552,0.00101259229393873
"37",0.291997129549764,125.622849357946,0.69762706372756,0.395391006956427,0.000959130497684361,0.00091510119123982
