"","n","r","lambda01","mu01","lambda02","mu02","lambda03","mu03","lambda04","mu04","lambda05","mu05","lambda06","mu06"
"89",20,16,2.4670291915953,1.62612978685368,2.18881863329949,1.59384344338437,2.18459665886649,1.59325923103921,2.095035162246,1.56921155322808,4.23453184597068,1.74646411862593,2.04562646369306,1.55879844656529
"90",20,16,1.13598975873205,1.35075694885391,1.12834553651028,1.34926383603248,1.12219896092753,1.34805220279998,1.1136841519933,1.33191891974182,1.44213952059072,1.45110127349908,1.11484391693741,1.33215396763321
"91",20,16,0.851320480605491,1.29527785211536,0.851320480605491,1.29527785211536,0.843614647208998,1.29205552519857,0.844764161607206,1.28261149964325,1.16406501009215,1.47049698924154,0.921176629139819,1.32287959685545
"92",20,16,3.91765794139687,1.624045476679,3.91765794139687,1.624045476679,3.91500038241615,1.62387545470898,4.35323142209947,1.65205573302221,5.82881735755394,1.72857444878587,4.35316140193459,1.65233379096322
"93",20,16,2.31905566033799,1.46550409779885,2.29557215169176,1.46351554186781,2.28778186489538,1.46284911585499,2.24494428337917,1.45991983337398,2.69791186782313,1.5157944674298,2.20407825908788,1.45352318967132
"94",20,16,1.24648999525955,1.44571780263237,1.25816636220029,1.44807898552379,1.25816636220029,1.44807898552379,1.20074222480559,1.42633487440083,1.5146156868965,1.54108076432914,1.19866295906351,1.4241423921099
"95",20,16,2.68916997596349,1.42490367687374,2.68916997596349,1.42490367687374,2.62930322372457,1.41927632691971,2.6424785587215,1.42703875429325,3.15023432077627,1.48219946690481,2.69400959983164,1.43348511433954
"96",20,16,2.12066123353483,1.42709824509542,2.12066123353483,1.42709824509542,2.12066123353483,1.42709824509542,2.11796095816675,1.42359564862065,3.0819893828979,1.52087066451519,2.17360122790451,1.42807208776194
"97",20,16,6.87862494373859,1.69591959126258,6.4676109055476,1.68634915038443,6.13876657869035,1.67633742310358,4.86247968571913,1.63240053230207,5.17553328608878,1.64167618719642,4.81654131571606,1.63019936601871
"98",20,16,1.03559778820411,1.38639575609606,1.00315674708426,1.37342403080399,0.999641317726489,1.37219279389035,0.897972889806504,1.34308824648273,2.54005449281471,1.76461537169262,0.890751250959858,1.34195517331285
"99",20,16,1.7899324045213,1.50838425482371,1.7342744342154,1.5003570436869,1.71152976263755,1.49613199808732,1.76830228773497,1.50151054698293,2.46010845528999,1.60606752020067,1.76586713214594,1.50115033326306
"100",20,16,2.25107279302692,1.45344227893062,2.25107279302692,1.45344227893062,2.25107279302692,1.45344227893062,2.16947775053993,1.45118151935889,2.68869224025638,1.51819590558226,2.15457827975061,1.45096203933852
"101",20,16,0.936280240695967,1.32843804929696,0.887619652898808,1.31761229536001,0.895005195666175,1.31967750657286,0.959935377928345,1.31925557688421,2.31308164051537,1.64525618524395,0.971262149671254,1.31987483911987
"102",20,16,4.9632674056335,1.69950918532579,4.17012340500444,1.66768628785085,3.44379643842674,1.63154728628892,2.81476717848405,1.5865635046039,2.43984878829151,1.57057947518744,2.78926898004922,1.58365758503341
"103",20,16,2.20303964284469,1.63872961376995,2.08617911413071,1.62589236107285,1.8040506980099,1.59262996473492,1.71748855448475,1.57717666285967,2.14494417930211,1.65658829050577,1.71505758408793,1.57580698450918
"104",20,16,3.13431328148287,1.63012355313542,2.98600729019541,1.62023136410249,2.85436677188716,1.61433330677941,3.18181657473506,1.6407025785633,4.66989370585089,1.7327036944973,2.12193083552566,1.53063651321268
"105",20,16,3.54349755209034,1.68255316475037,2.46133798234618,1.58825323293445,2.15239210128694,1.56073057212573,2.4254251047772,1.58391221161425,3.26815843425979,1.64587162402397,2.51049154626027,1.59005110845729
"106",20,16,0.93443642273229,1.22216842033401,0.910980297452272,1.20904508201207,0.922671091271736,1.21564845382725,0.903441852005329,1.2274514275825,1.30929386524774,1.41812082717538,0.91343155906158,1.23388623142858
"107",20,16,1.01146680294788,1.39684665478685,0.87214533727408,1.3308407964765,0.825488127155773,1.30482828979563,0.851750044046988,1.32476514380939,5.36060785616417,2.04024471875384,0.856425717557814,1.329175433351
